indication_class,molecule_chembl_id,molecule_type,pref_name
Anti-Inflammatory,CHEMBL1201749,Small molecule,DIFLUPREDNATE
,CHEMBL1201752,Small molecule,IXABEPILONE
,CHEMBL1201753,Small molecule,PITAVASTATIN
,CHEMBL1201754,Small molecule,RUFINAMIDE
,CHEMBL1201758,Small molecule,BEPOTASTINE
,CHEMBL1201759,Small molecule,BEPOTASTINE BESYLATE
,CHEMBL1201760,Small molecule,BESIFLOXACIN
,CHEMBL1201761,Small molecule,BESIFLOXACIN HYDROCHLORIDE
,CHEMBL1201764,Small molecule,FESOTERODINE
,CHEMBL1201765,Small molecule,FESOTERODINE FUMARATE
,CHEMBL1201766,Small molecule,FOSPROPOFOL
,CHEMBL1201770,Small molecule,METHYLNALTREXONE BROMIDE
,CHEMBL1201772,Small molecule,PRASUGREL
,CHEMBL1201773,Small molecule,PRASUGREL HYDROCHLORIDE
,CHEMBL1201774,Small molecule,SAPROPTERIN
,CHEMBL1201775,Small molecule,SAPROPTERIN DIHYDROCHLORIDE
,CHEMBL1201776,Small molecule,TAPENTADOL
,CHEMBL1201777,Small molecule,TAPENTADOL HYDROCHLORIDE
Diagnostic Aid (penicillin sensitivity),CHEMBL1201779,Small molecule,BENZYLPENICILLOYL POLYLYSINE
,CHEMBL1201780,Small molecule,CARGLUMIC ACID
,CHEMBL1201782,Small molecule,FOSAPREPITANT DIMEGLUMINE
,CHEMBL1201784,Small molecule,HEXAMINOLEVULINATE
,CHEMBL1201785,Small molecule,HEXAMINOLEVULINATE HYDROCHLORIDE
Pharmaceutic Aid (surfactant),CHEMBL1201786,Small molecule,LAPYRIUM
Pharmaceutic Aid (surfactant),CHEMBL1201787,Small molecule,LAPYRIUM CHLORIDE
Vitamin,CHEMBL1201794,Small molecule,RIBOFLAVIN 5'-PHOSPHATE
,CHEMBL1201798,Small molecule,SEVELAMER
,CHEMBL1201799,Small molecule,SEVELAMER CARBONATE
,CHEMBL1201863,Small molecule,DEXLANSOPRAZOLE
,CHEMBL1201864,Small molecule,DIENOGEST
Anti-Inflammatory,CHEMBL1201891,Small molecule,DEFLAZACORT
Anti-Adrenergic (beta-receptor); Antihypertensive,CHEMBL1204165,Small molecule,DILEVALOL HYDROCHLORIDE
,CHEMBL1206690,Small molecule,PARECOXIB
,CHEMBL1208155,Small molecule,ELAGOLIX
,CHEMBL1208422,Small molecule,ROSE BENGAL FREE ACID
Antidote (to cyanide poisoning),CHEMBL1208642,Small molecule,THIOSULFURIC ACID
Relaxant (smooth muscle),CHEMBL1208646,Small molecule,THEOPHYLLINE GLYCINATE
Oxytocic,CHEMBL1213135,Small molecule,ERGONOVINE MALEATE
Cholinergic (ophthalmic),CHEMBL1213136,Small molecule,PILOCARPINE NITRATE
,CHEMBL1213165,Small molecule,DOLUTEGRAVIR SODIUM
,CHEMBL1213250,Small molecule,CEFTOLOZANE SULFATE
Tranquilizer (minor),CHEMBL1213252,Small molecule,CLORAZEPIC ACID
Analgesic,CHEMBL1213351,Small molecule,PROPOXYPHENE
,CHEMBL1214124,Small molecule,PERAMPANEL
Antibacterial,CHEMBL1214185,Small molecule,ROXITHROMYCIN
Pharmaceutic Aid (tablet coating agent); Pharmaceutic Aid (tablet binder),CHEMBL1222250,Small molecule,DEXTROSE
,CHEMBL1229211,Small molecule,DOLUTEGRAVIR
,CHEMBL1229517,Small molecule,VEMURAFENIB
,CHEMBL1229846,Small molecule,PHENOXYETHANOL
Stimulant (central and respiratory),CHEMBL1229908,Small molecule,ETHAMIVAN
,CHEMBL1229937,Small molecule,DIHYDROXYACETONE
,CHEMBL1230314,Small molecule,ESTETROL
,CHEMBL1231052,Small molecule,ARSENIC
,CHEMBL1231574,Small molecule,LEVOMEFOLIC ACID
,CHEMBL1231723,Small molecule,POLIDOCANOL
Hemostatic,CHEMBL1232131,Small molecule,DOBESILIC ACID
,CHEMBL1232801,Small molecule,FOLINIC ACID
Radioactive Agent,CHEMBL1233877,Small molecule,KRYPTON
Anesthetic (inhalation),CHEMBL1234579,Small molecule,NITROUS OXIDE
"Gas, Medicinal",CHEMBL1234886,Small molecule,OXYGEN
"Diagnostic Aid; Radioactive Agent; Gas, Medicinal,Radioactive Agent",CHEMBL1236802,Small molecule,XENON
,CHEMBL1237021,Small molecule,LURASIDONE
Analgesic,CHEMBL1237044,Small molecule,TRAMADOL
Antineoplastic,CHEMBL1237054,Small molecule,PLICAMYCIN
Analgesic (narcotic),CHEMBL1237055,Small molecule,HYDROMORPHONE HYDROCHLORIDE
,CHEMBL1237061,Small molecule,PITAVASTATIN CALCIUM
Analgesic,CHEMBL1237065,Small molecule,TRAMADOL HYDROCHLORIDE
Replenisher (calcium),CHEMBL1237066,Small molecule,CALCIUM GLUCEPTATE
,CHEMBL1237070,Small molecule,MICAFUNGIN SODIUM
,CHEMBL1237072,Small molecule,DIRITHROMYCIN
Anti-Emetic,CHEMBL1237080,Small molecule,GRANISETRON HYDROCHLORIDE
Antihypertensive,CHEMBL1237082,Small molecule,MECAMYLAMINE HYDROCHLORIDE
Neuromuscular Blocking Agent,CHEMBL1237099,Small molecule,DOXACURIUM CHLORIDE
Antihistaminic,CHEMBL1237102,Small molecule,LEVOCABASTINE HYDROCHLORIDE
Analgesic,CHEMBL1237104,Small molecule,PROPOXYPHENE HYDROCHLORIDE
Oxytocic,CHEMBL1237105,Small molecule,CARBOPROST TROMETHAMINE
,CHEMBL1237111,Small molecule,TECHNETIUM TC 99M BICISATE
,CHEMBL1237119,Small molecule,TREPROSTINIL
Oxytocic,CHEMBL1237122,Small molecule,CARBOPROST
Neuromuscular Blocking Agent,CHEMBL1237123,Small molecule,DOXACURIUM
,CHEMBL1237132,Small molecule,CLEVIDIPINE
Antidepressant,CHEMBL1237135,Small molecule,MAPROTILINE HYDROCHLORIDE
,CHEMBL1241951,Small molecule,LETERMOVIR
,CHEMBL1254682,Small molecule,LEVALLORPHAN
Anesthetic (local),CHEMBL1255654,Small molecule,TETRACAINE HYDROCHLORIDE
,CHEMBL1255739,Small molecule,METHAPYRILENE HYDROCHLORIDE
,CHEMBL1255800,Small molecule,FIDAXOMICIN
,CHEMBL1255943,Small molecule,GLUTAMIC ACID HYDROCHLORIDE
Anti-Urolithic (cystine calculi),CHEMBL1256137,Small molecule,CYSTEAMINE HYDROCHLORIDE
Antipyretic; Analgesic; Anti-Inflammatory,CHEMBL1256391,Small molecule,PIRFENIDONE
Adrenergic (vasoconstrictor),CHEMBL1256400,Small molecule,XYLOMETAZOLINE HYDROCHLORIDE
,CHEMBL1256696,Small molecule,CARBETAPENTANE CITRATE
Bronchodilator,CHEMBL1256786,Small molecule,FORMOTEROL
Antitussive,CHEMBL1256818,Small molecule,DEXTROMETHORPHAN HYDROBROMIDE
,CHEMBL1256819,Small molecule,ANTAZOLINE HYDROCHLORIDE
,CHEMBL1256841,Small molecule,NIALAMIDE
Antidepressant,CHEMBL1256842,Small molecule,NOMIFENSINE MALEATE
,CHEMBL1256901,Small molecule,BUTYLSCOPOLAMINE BROMIDE
Adrenergic (ophthalmic),CHEMBL1256958,Small molecule,EPINEPHRINE BITARTRATE
,CHEMBL1256987,Small molecule,FUSIDATE SODIUM
,CHEMBL1257015,Small molecule,PICOTAMIDE
,CHEMBL1257040,Small molecule,TRIFLUOPERAZINE HYDROCHLORIDE
,CHEMBL1257051,Small molecule,TEDIZOLID
,CHEMBL1257073,Small molecule,TECOVIRIMAT
,CHEMBL1259059,Small molecule,SOFOSBUVIR
,CHEMBL1269025,Small molecule,EDOXABAN
,CHEMBL1276308,Small molecule,MIFEPRISTONE
,CHEMBL1287853,Small molecule,FEDRATINIB
,CHEMBL1289494,Small molecule,TIVOZANIB
,CHEMBL1289601,Small molecule,LENVATINIB
,CHEMBL1289926,Small molecule,AXITINIB
,CHEMBL1314751,Small molecule,PROCHLORPERAZINE MALEATE
,CHEMBL1315867,Small molecule,TERBUTALINE SULFATE
,CHEMBL1318287,Small molecule,PENTOLINIUM TARTRATE
Expectorant; Mucolytic,CHEMBL1319139,Small molecule,BROMHEXINE HYDROCHLORIDE
Anticholinergic,CHEMBL1319362,Small molecule,HOMATROPINE HYDROBROMIDE
,CHEMBL1322884,Small molecule,PHENOTHRIN
Ultraviolet Screen,CHEMBL1323699,Small molecule,PADIMATE O
Anti-Emetic,CHEMBL1324714,Small molecule,CYCLIZINE HYDROCHLORIDE
,CHEMBL1329455,Small molecule,MOLSIDOMINE
,CHEMBL1329567,Small molecule,XAMOTEROL FUMARATE
,CHEMBL1330729,Small molecule,CLENBUTEROL HYDROCHLORIDE
,CHEMBL1330792,Small molecule,ACETARSONE
Anticholinergic,CHEMBL1331216,Small molecule,HYOSCYAMINE
Vasodilator (coronary),CHEMBL1334033,Small molecule,PERHEXILINE MALEATE
Disinfectant,CHEMBL1334078,Small molecule,SODIUM HYPOCHLORITE
,CHEMBL1334860,Small molecule,DILOXANIDE FUROATE
,CHEMBL1354199,Small molecule,METHSCOPOLAMINE BROMIDE
,CHEMBL1357648,Small molecule,AMODIAQUINE HYDROCHLORIDE
,CHEMBL1364144,Small molecule,METHYLPREDNISOLONE ACETATE
,CHEMBL1364551,Small molecule,MINAPRINE HYDROCHLORIDE
,CHEMBL1367605,Small molecule,RITODRINE HYDROCHLORIDE
Relaxant (smooth muscle),CHEMBL1370561,Small molecule,AMINOPHYLLINE
Aldosterone Antagonist,CHEMBL1371200,Small molecule,CANRENOATE POTASSIUM
,CHEMBL1371770,Small molecule,PIRIBEDIL
Vasodilator,CHEMBL1372950,Small molecule,NICERGOLINE
Antihypertensive,CHEMBL1373254,Small molecule,CYCLOPENTHIAZIDE
Antitussive,CHEMBL1374379,Small molecule,BENZONATATE
,CHEMBL1375743,Small molecule,ZIPRASIDONE HYDROCHLORIDE
,CHEMBL1378024,Small molecule,PROTIONAMIDE
"Anti-Infective, Topical",CHEMBL1382627,Small molecule,"SULFADIAZINE, SILVER"
Diuretic,CHEMBL1398126,Small molecule,AMILORIDE HYDROCHLORIDE
,CHEMBL1401367,Small molecule,PIPENZOLATE BROMIDE
Laxative,CHEMBL1402684,Small molecule,OXYPHENISATIN ACETATE
Analgesic,CHEMBL1407915,Small molecule,NEFOPAM HYDROCHLORIDE
Anticholinergic,CHEMBL1408594,Small molecule,ALVERINE CITRATE
Sedative-Hypnotic,CHEMBL1410743,Small molecule,PARALDEHYDE
,CHEMBL1410808,Small molecule,CRESOL
Antibacterial,CHEMBL1411731,Small molecule,TALAMPICILLIN HYDROCHLORIDE
,CHEMBL1411979,Small molecule,METHAPYRILENE
Antineoplastic,CHEMBL1417019,Small molecule,MITOXANTRONE HYDROCHLORIDE
,CHEMBL1418176,Small molecule,METHANDROSTENOLONE
,CHEMBL1434513,Small molecule,NOREPINEPHRINE BITARTRATE
Pharmaceutic Aid (antimicrobial agent),CHEMBL1439973,Small molecule,CHLOROBUTANOL
,CHEMBL1441059,Small molecule,ALBUTEROL SULFATE
Antidepressant,CHEMBL1442422,Small molecule,DIBENZEPIN
Relaxant (smooth muscle),CHEMBL1446650,Small molecule,MEBEVERINE HYDROCHLORIDE
Vasodilator,CHEMBL1446813,Small molecule,BETAHISTINE HYDROCHLORIDE
"Anti-Infective, Topical",CHEMBL1447476,Small molecule,BITHIONOLATE SODIUM
Radioactive Agent,CHEMBL1447815,Small molecule,INDIUM CHLORIDE
,CHEMBL1448187,Small molecule,FLUPHENAZINE HYDROCHLORIDE
Anti-Infective,CHEMBL1449676,Small molecule,ORNIDAZOLE
,CHEMBL1451116,Small molecule,IODOFORM
,CHEMBL1452696,Small molecule,FEPRAZONE
"Repellant, Arthropod",CHEMBL1453317,Small molecule,DIETHYLTOLUAMIDE
Pharmaceutic Aid (acidifying agent),CHEMBL1455497,Small molecule,MALIC ACID
Aldosterone Antagonist,CHEMBL1463345,Small molecule,CANRENONE
,CHEMBL1472989,Small molecule,BISOPROLOL FUMARATE
,CHEMBL1474889,Small molecule,CLOBUTINOL
,CHEMBL1474963,Small molecule,BENZARONE
"Stool Softener,Stool Softener; Pharmaceutic Aid (surfactant)",CHEMBL1477036,Small molecule,DOCUSATE
Analgesic,CHEMBL1477274,Small molecule,MEPTAZINOL HYDROCHLORIDE
,CHEMBL1479848,Small molecule,ACETOMENAPHTHONE
,CHEMBL1480987,Small molecule,CYCLANDELATE
"Anti-Infective, Topical",CHEMBL1484251,Small molecule,CHLORHEXIDINE HYDROCHLORIDE
,CHEMBL1491306,Small molecule,BENZYLTHIOURACIL
Antidepressant,CHEMBL1492500,Small molecule,DOTHIEPIN
,CHEMBL1511957,Small molecule,PIPERIDOLATE HYDROCHLORIDE
,CHEMBL1512677,Small molecule,AMYLMETACRESOL
Hemostatic,CHEMBL1514715,Small molecule,ETHAMSYLATE
,CHEMBL1516474,Small molecule,TEGASEROD MALEATE
Adrenergic,CHEMBL1523964,Small molecule,EPHEDRINE SULFATE
,CHEMBL1524273,Small molecule,PHTHALYLSULFATHIAZOLE
Antibacterial,CHEMBL1525826,Small molecule,SULFALENE
Anti-Inflammatory; Antipyretic; Analgesic,CHEMBL1528134,Small molecule,BENZYDAMINE HYDROCHLORIDE
,CHEMBL1528839,Small molecule,PHENFORMIN HYDROCHLORIDE
,CHEMBL1530428,Small molecule,DEXAMETHASONE ACETATE
,CHEMBL1533310,Small molecule,HISTAMINE DIHYDROCHLORIDE
Vasodilator,CHEMBL1534525,Small molecule,MIBEFRADIL DIHYDROCHLORIDE
,CHEMBL1551365,Small molecule,ETHYL NITRITE [SPIRIT]
,CHEMBL1560089,Small molecule,XANTHINOL NIACINATE
,CHEMBL1562610,Small molecule,MECLOFENAMATE SODIUM
Anti-Inflammatory,CHEMBL1565476,Small molecule,APAZONE
,CHEMBL1567328,Small molecule,OMEPRAZOLE MAGNESIUM
,CHEMBL1568057,Small molecule,METAPROTERENOL SULFATE
,CHEMBL1568276,Small molecule,NAFCILLIN SODIUM
,CHEMBL1568698,Small molecule,GANAXOLONE
Anti-Inflammatory; Analgesic,CHEMBL1569487,Small molecule,LORNOXICAM
Antifungal; Antibacterial,CHEMBL1571863,Small molecule,ISOCONAZOLE
,CHEMBL1590946,Small molecule,CEFSULODIN SODIUM
,CHEMBL1592101,Small molecule,BISMUTH SUBGALLATE
Antihypertensive,CHEMBL1593558,Small molecule,DEBRISOQUIN SULFATE
Antitussive,CHEMBL1593906,Small molecule,LEVOPROPOXYPHENE NAPSYLATE
Anthelmintic,CHEMBL1599768,Small molecule,PYRANTEL PAMOATE
,CHEMBL1601669,Small molecule,ALFACALCIDOL
,CHEMBL1607273,Small molecule,CETIRIZINE HYDROCHLORIDE
Antirickettsial; Antibacterial,CHEMBL1607480,Small molecule,OXYTETRACYCLINE HYDROCHLORIDE
,CHEMBL1614637,Small molecule,PHENETHICILLIN
,CHEMBL1614701,Small molecule,SELUMETINIB
Antipsychotic,CHEMBL1615350,Small molecule,CLOMACRAN
,CHEMBL1615369,Small molecule,DABIGATRAN ETEXILATE MESYLATE
,CHEMBL1615371,Small molecule,LEVOMEFOLATE CALCIUM
,CHEMBL1615372,Small molecule,LURASIDONE HYDROCHLORIDE
,CHEMBL1615374,Small molecule,VILAZODONE HYDROCHLORIDE
Antihistaminic,CHEMBL1615438,Small molecule,LEVOCABASTINE
,CHEMBL1615439,Small molecule,PHENDIMETRAZINE
Diagnostic Aid (radiopaque medium),CHEMBL1615487,Small molecule,IODOXAMIC ACID
Radioactive Agent; Diagnostic Aid,CHEMBL1615779,Small molecule,IOBENGUANE I 131
Disinfectant,CHEMBL1616046,Small molecule,HYPOCHLOROUS ACID
Aldosterone Antagonist,CHEMBL1616951,Small molecule,CANRENOATE
Anticholinergic,CHEMBL1618018,Small molecule,HOMATROPINE
,CHEMBL1618102,Small molecule,BUTYLSCOPOLAMINE
,CHEMBL1619528,Small molecule,PIPENZOLATE
Antibacterial,CHEMBL1619785,Small molecule,TALAMPICILLIN
Bronchodilator,CHEMBL1621597,Small molecule,IPRATROPIUM
,CHEMBL1623992,Small molecule,PIPERIDOLATE
,CHEMBL1624126,Small molecule,XANTHINOL
,CHEMBL1625607,Small molecule,MEBHYDROLIN
Anthelmintic,CHEMBL1626223,Small molecule,PYRANTEL
,CHEMBL1626570,Small molecule,HEXOCYCLIUM METHYLSULFATE
,CHEMBL1627367,Small molecule,FLUOROESTRADIOL
Antidepressant,CHEMBL1628227,Small molecule,DOXEPIN
Diagnostic Aid (corneal trauma indicator),CHEMBL1628233,Small molecule,FLUORESCEIN SODIUM
Antidepressant,CHEMBL1628234,Small molecule,DOXEPIN HYDROCHLORIDE
Antibacterial,CHEMBL1628385,Small molecule,PROCAINE BENZYLPENICILLIN
,CHEMBL1628502,Small molecule,GABAPENTIN ENACARBIL
,CHEMBL1628504,Small molecule,RILPIVIRINE HYDROCHLORIDE
,CHEMBL1631694,Small molecule,FEXINIDAZOLE
,CHEMBL1644030,Small molecule,POTASSIUM BROMIDE
,CHEMBL1644694,Small molecule,SODIUM BROMIDE
"Diagnostic Aid (thyroid function determination); Radioactive Agent,Diagnostic Aid (thyroid function determination); Radioactive Agent; Antineoplastic,Radioactive Agent; Diagnostic Aid (thyroid function determination),Supplement (iodine)",CHEMBL1644695,Small molecule,SODIUM IODIDE
,CHEMBL1650559,Small molecule,PLAZOMICIN
,CHEMBL1650619,Small molecule,PYRITHIONE
Antibacterial,CHEMBL1650818,Small molecule,AMDINOCILLIN PIVOXIL
Antineoplastic,CHEMBL1651906,Small molecule,STREPTOZOCIN
Antifungal,CHEMBL1651990,Small molecule,FENTICONAZOLE
Expectorant,CHEMBL1651998,Small molecule,TERPIN
,CHEMBL1673148,Small molecule,BEPHENIUM HYDROXYNAPHTHOATE
,CHEMBL1683544,Small molecule,ERIBULIN MESYLATE
,CHEMBL1683590,Small molecule,ERIBULIN
,CHEMBL1689063,Small molecule,AVIBACTAM
,CHEMBL1689772,Small molecule,OMADACYCLINE
,CHEMBL1697686,Small molecule,CLOFOREX
Antibacterial,CHEMBL1697708,Small molecule,MEZLOCILLIN SODIUM
Glucocorticoid,CHEMBL1697717,Small molecule,CARBENOXOLONE SODIUM
,CHEMBL1697733,Small molecule,ACETYLCARNITINE
,CHEMBL1697737,Small molecule,CLOTIAZEPAM
,CHEMBL1697744,Small molecule,ERDOSTEINE
,CHEMBL1697751,Small molecule,ISAXONINE PHOSPHATE
Antihypertensive; Diuretic,CHEMBL1697760,Small molecule,MUZOLIMINE
,CHEMBL1697768,Small molecule,SODIUM PICOSULFATE
,CHEMBL1697782,Small molecule,METHYLPREDNISOLONE ACEPONATE
Antidiabetic,CHEMBL1697838,Small molecule,GLYMIDINE
,CHEMBL1697841,Small molecule,ISOMETHEPTENE
,CHEMBL1697843,Small molecule,METILDIGOXIN
,CHEMBL1697844,Small molecule,NICOFURANOSE
,CHEMBL1697851,Small molecule,THIOPROPAZATE
,CHEMBL1697856,Small molecule,BUCETIN
,CHEMBL1705709,Small molecule,SODIUM FEREDETATE
,CHEMBL1707007,Small molecule,GLUCOSAMINE HYDROCHLORIDE
Antidepressant,CHEMBL1711280,Small molecule,DOTHIEPIN HYDROCHLORIDE
,CHEMBL1712842,Small molecule,MEPAZINE ACETATE
,CHEMBL1722209,Small molecule,TOLTERODINE TARTRATE
,CHEMBL1723241,Small molecule,SULFACETAMIDE SODIUM
,CHEMBL1725730,Small molecule,LEVOMEPROMAZINE MALEATE
,CHEMBL1727605,Small molecule,BISMUTH SUBCARBONATE
,CHEMBL1738797,Small molecule,ALECTINIB
Antitussive,CHEMBL1738990,Small molecule,LEVOPROPOXYPHENE
,CHEMBL1740513,Small molecule,ISAXONINE
,CHEMBL1740659,Small molecule,FURSULTIAMINE
,CHEMBL1741134,Small molecule,PICOSULFURIC ACID
,CHEMBL1742423,Small molecule,BILASTINE
Anti-Adrenergic (beta-receptor),CHEMBL1742424,Small molecule,CELIPROLOL HYDROCHLORIDE
,CHEMBL1742471,Small molecule,EBROTIDINE
,CHEMBL1744033,Small molecule,BISMUTH SUBCITRATE
,CHEMBL1744447,Small molecule,ROSUVASTATIN CALCIUM
,CHEMBL1770248,Small molecule,ERTUGLIFLOZIN
,CHEMBL1774461,Small molecule,FLORBETAPIR F 18
Antihypertensive,CHEMBL1788132,Small molecule,LOFEXIDINE HYDROCHLORIDE
,CHEMBL1788385,Small molecule,TILBROQUINOL
,CHEMBL1788386,Small molecule,TETRAMETHRIN
,CHEMBL1788403,Small molecule,BIOALLETHRIN
,CHEMBL1789842,Small molecule,INDACATEROL MALEATE
,CHEMBL1789941,Small molecule,RUXOLITINIB
Antagonist (to histamine-H2 receptors),CHEMBL1790041,Small molecule,RANITIDINE
,CHEMBL1795071,Small molecule,RUXOLITINIB PHOSPHATE
"Gases, Diluent for",CHEMBL1796997,Small molecule,HELIUM
,CHEMBL1800159,Small molecule,RELUGOLIX
Disinfectant,CHEMBL1801800,Small molecule,METABROMSALAN
,CHEMBL1834657,Small molecule,INFIGRATINIB PHOSPHATE
,CHEMBL1852688,Small molecule,INFIGRATINIB
,CHEMBL1863513,Small molecule,INGENOL MEBUTATE
Progestin,CHEMBL1868702,Small molecule,GESTRINONE
Antihistaminic,CHEMBL1870768,Small molecule,DIMETHINDENE MALEATE
,CHEMBL1873475,Small molecule,IBRUTINIB
,CHEMBL1874750,Small molecule,CINEPAZIDE
Appetite Suppressant (systemic),CHEMBL1887891,Small molecule,DEXFENFLURAMINE HYDROCHLORIDE
,CHEMBL1888176,Small molecule,TROSPIUM
,CHEMBL1889140,Small molecule,ROPIVACAINE HYDROCHLORIDE
,CHEMBL1889436,Small molecule,OUABAIN
,CHEMBL1898387,Small molecule,MEXENONE
,CHEMBL1900528,Small molecule,TIOTROPIUM
Stool Softener; Pharmaceutic Aid (surfactant),CHEMBL1905872,Small molecule,DOCUSATE SODIUM
Antihypertensive (vasodilator),CHEMBL1908307,Small molecule,FLOSEQUINAN
Prostaglandin,CHEMBL1908315,Small molecule,GEMEPROST
Dental Caries Prophylactic,CHEMBL1908359,Small molecule,SODIUM MONOFLUOROPHOSPHATE
,CHEMBL1908360,Small molecule,EVEROLIMUS
Antidote (to folic acid antagonists),CHEMBL1908361,Small molecule,LEVOLEUCOVORIN CALCIUM
,CHEMBL1908362,Small molecule,GADOFOSVESET TRISODIUM
,CHEMBL1908370,Small molecule,FINAFLOXACIN
,CHEMBL1908373,Small molecule,ONAPRISTONE
Anthelmintic,CHEMBL1908377,Small molecule,PYRVINIUM PAMOATE
,CHEMBL1908391,Small molecule,MASITINIB
Antidote (to folic acid antagonists),CHEMBL1908841,Small molecule,LEVOLEUCOVORIN
,CHEMBL1908843,Small molecule,GADOFOSVESET
,CHEMBL1908906,Small molecule,FLORBETABEN
,CHEMBL1908917,Small molecule,FLUCICLOVINE
,CHEMBL1908919,Small molecule,FLORBETAPIR
Radioactive Agent,CHEMBL1909055,Small molecule,COBALTOUS CHLORIDE
,CHEMBL1909072,Small molecule,PIPAMAZINE
,CHEMBL1909079,Small molecule,STANNOUS FLUORIDE
,CHEMBL1909282,Small molecule,FENCLOZIC ACID
,CHEMBL1909283,Small molecule,MEBANAZINE
,CHEMBL1909285,Small molecule,NITREFAZOLE
,CHEMBL1909286,Small molecule,PHENOXYPROPAZINE
,CHEMBL1909288,Small molecule,TRIACETYLDIPHENOLISATIN
,CHEMBL1909289,Small molecule,XENAZOIC ACID
,CHEMBL1909298,Small molecule,PINAVERIUM BROMIDE
,CHEMBL1909324,Small molecule,PINAVERIUM
,CHEMBL1945778,Small molecule,IOFLUPANE
,CHEMBL1946170,Small molecule,REGORAFENIB
Antibacterial,CHEMBL1950576,Small molecule,DIHYDROSTREPTOMYCIN
,CHEMBL1951071,Small molecule,ARFORMOTEROL TARTRATE
,CHEMBL1951095,Small molecule,ERAVACYCLINE
,CHEMBL1963681,Small molecule,AVANAFIL
,CHEMBL1963683,Small molecule,TAFLUPROST
,CHEMBL1983268,Small molecule,ENTRECTINIB
Anticonvulsant,CHEMBL1983350,Small molecule,STIRIPENTOL
,CHEMBL1985928,Small molecule,METHOXYPHENAMINE HYDROCHLORIDE
Vasodilator,CHEMBL1987462,Small molecule,BAMETHAN
,CHEMBL1998966,Small molecule,PIFOXIME
,CHEMBL2000813,Small molecule,RIMITEROL HYDROBROMIDE
"Anti-Infective, Topical; Pharmaceutic Aid (preservative)",CHEMBL2003538,Small molecule,CETYLPYRIDINIUM CHLORIDE
,CHEMBL2004297,Small molecule,SULFIRAM
,CHEMBL2005186,Small molecule,BELUMOSUDIL
,CHEMBL2009089,Small molecule,SELENIOUS ACID
,CHEMBL2010412,Small molecule,ACRIFLAVINE
,CHEMBL2010507,Small molecule,METHOXYPHENAMINE
,CHEMBL2010601,Small molecule,IVACAFTOR
,CHEMBL2021422,Small molecule,FOSPROPOFOL DISODIUM
Anticonvulsant; Replenisher (electrolyte); Laxative,CHEMBL2021423,Small molecule,MAGNESIUM SULFATE ANHYDROUS
,CHEMBL2021424,Small molecule,POTASSIUM SULFATE
,CHEMBL2021430,Small molecule,DEXAMETHASONE SODIUM PHOSPHATE
,CHEMBL2023895,Small molecule,HYDROXYSTILBAMIDINE ISETHIONATE
,CHEMBL2023898,Small molecule,DACLATASVIR
,CHEMBL2024517,Small molecule,CARIPRAZINE HYDROCHLORIDE
,CHEMBL2028019,Small molecule,CARIPRAZINE
,CHEMBL2028661,Small molecule,AZILSARTAN MEDOXOMIL
,CHEMBL2028663,Small molecule,DABRAFENIB
,CHEMBL2035187,Small molecule,PACRITINIB
,CHEMBL2040682,Small molecule,CICLESONIDE
,CHEMBL2042122,Small molecule,FLUTEMETAMOL F 18
,CHEMBL2043437,Small molecule,GLASDEGIB
,CHEMBL2048028,Small molecule,LIFITEGRAST
,CHEMBL2048484,Small molecule,CANAGLIFLOZIN
,CHEMBL2062163,Small molecule,PHENDIMETRAZINE TARTRATE
Adrenergic (ophthalmic),CHEMBL2062257,Small molecule,BRIMONIDINE TARTRATE
,CHEMBL2062259,Small molecule,VARENICLINE TARTRATE
Adrenergic,CHEMBL2062262,Small molecule,METARAMINOL BITARTRATE
,CHEMBL2062263,Small molecule,CYSTEAMINE BITARTRATE
,CHEMBL2062264,Small molecule,PHENYLEPHRINE BITARTRATE
Analgesic,CHEMBL2062266,Small molecule,DIHYDROCODEINE BITARTRATE
,CHEMBL2062276,Small molecule,LEVALLORPHAN TARTRATE
,CHEMBL2062335,Small molecule,METOPROLOL TARTRATE
,CHEMBL2063090,Small molecule,GRAZOPREVIR
,CHEMBL2064032,Small molecule,VONOPRAZAN FUMARATE
,CHEMBL2068237,Small molecule,CISPLATIN
,CHEMBL2068408,Small molecule,SILICATE
,CHEMBL2068723,Small molecule,CALCIUM METRIZOATE
,CHEMBL2068724,Small molecule,ACAMPROSATE CALCIUM
Diagnostic Aid (radiopaque medium),CHEMBL2068725,Small molecule,IPODATE CALCIUM
Replenisher (electrolyte),CHEMBL2068884,Small molecule,SODIUM GLUCONATE
,CHEMBL2079130,Small molecule,VONOPRAZAN
Androgen,CHEMBL2079587,Small molecule,STANOZOLOL
,CHEMBL2079699,Small molecule,SODIUM STIBOGLUCONATE
,CHEMBL2095207,Small molecule,CHOLINE C-11
,CHEMBL2095208,Small molecule,COBICISTAT
,CHEMBL2095209,Small molecule,ICOSAPENT ETHYL
,CHEMBL2095211,Small molecule,LORCASERIN HYDROCHLORIDE
,CHEMBL2095212,Small molecule,MIRABEGRON
,CHEMBL2095223,Small molecule,CHLOROQUINE SULPHATE
,CHEMBL2096629,Small molecule,PRUSSIAN BLUE INSOLUBLE
Tranquilizer (minor),CHEMBL2096631,Small molecule,CLORAZEPATE DIPOTASSIUM
Antacid,CHEMBL2096633,Small molecule,MAGNESIUM TRISILICATE
